Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Gathered	Vashj'ir	66.7, 65.4	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths	Herbalism, Quest	FALSE	Phase 1	3	Don't worry, you can get underwater breathing and your seahorse mount in like three quests. This is where Azshara's Veil is definitely the most abundant, and most spawns are in open and accessible places, requiring no further questing.	|52.2, 43.1; 62.7, 38.7; 68.1, 49.9; 43.1, 54.5; 33.8, 54.5	60.2, 74.5; 60.1, 79.0; 57.6, 85.5; 55.7, 83.7; 55.8, 75.8; 58.5, 76.9|52.5, 53.8; 53.5, 58.8; 50.5, 54.2|47.5, 36.6; 51.0, 40.3; 54.9, 41.3; 53.5, 44.5; 46.7, 41.0; 46.3, 38.8|40.5, 17.1; 41.7, 19.5; 39.5, 21.0; 39.7, 19.0::41.2, 32.1; 43.3, 34.6; 41.3, 41.5; 40.1, 38.3; 40.4, 33.8|46.3, 61.6; 50.2, 60.6; 54.2, 66.0; 61.9, 68.5; 57.3, 73.3|51.3, 77.2; 58.5, 80.5; 61.2, 82.3; 60.1, 86.6; 57.5, 82.7; 48.2, 79.8|37.1, 66.9; 38.7, 68.7; 39.5, 73.0; 39.5, 79.0; 37.5, 70.6::53.2, 40.8; 56.9, 43.5; 54.3, 48.5|34.5, 36.1; 34.7, 22.3; 40.6, 17.5; 40.6, 23.5; 38.1, 33.7|48.3, 17.3; 53.0, 18.0; 56.2, 21.8; 54.0, 22.8; 44.8, 18.1|50.1, 24.5; 49.7, 29.5; 48.1, 34.0; 45.6, 36.5; 46.8, 32.5; 47.3, 25.5|42.1, 41.8; 47.5, 50.5; 47.0, 54.0; 44.5, 54.6; 41.4, 46.1|45.0, 63.9; 42.2, 77.5; 40.1, 80.6; 36.0, 80.5; 43.0, 66.6	
				Gathered	Mount Hyjal	23.8, 40.6	Mount Hyjal	Herbalism	FALSE	Phase 1	4	Only grows in a few of Hyjal's very select bodies of water that are not lava. Given Hyjal is by far the more popular zone, it cannot be recommended if you are looking for Veils.	29.6, 32.9; 56.8, 34.6; 68.3, 66.5; 72.2, 73.3		
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
				Fished	Open water	68.0, 55.0	Tol Barad Peninsula	Fishing	FALSE	Phase 1	0	They are a nice additional catch on the Peninsula, the northern contested area, but at a 5% chance for an average of 1.5, odds are not great. There are also recorded catches in Uldum and the Twilight Highlands, but at terrible odds.			
				Container	Satchel of Freshly-Picked Herbs	~	~	~	FALSE	Phase 1	0	Contains a total of 20 random assorted herbs. While technically a way to acquire them without herbalism, please use your Justice on anything else. It's very rare that only 20 plants are the best thing it can buy.			
			Cinderbloom												
				Gathered	Mount Hyjal	23.8, 40.6	Mount Hyjal	Herbalism	FALSE	Phase 1	3	While Hyjal is the obvious place to go for Cinderbloom, it is so for a reason. You will find almost nothing else there and there is a lot of it in a relatively small, low-level zone. Cinderbloom prefers grassless areas and seems to like sheer terrain, making it much easier if you have flying.		87.5, 49.0; 89.9, 49.8; 87.5, 53.0; 85.2, 58.0; 84.7, 63.5; 79.0, 65.1; 74.8, 68.1; 71.9, 68.5; 73.5, 62.5; 65.9, 55.6; 64.7, 52.6; 70.3, 54.5; 74.3, 58.8; 78.5, 56.5; 78.5, 50.2; 83.1, 51.7|55.3, 66.9; 58.7, 70.0; 60.5, 73.0; 60.2, 82.5; 59.1, 84.5; 57.1, 83.1; 54.5, 76.3; 56.5, 74.1; 54.0, 67.0|32.7, 73.3; 31.8, 81.6; 36.2, 99.4; 33.8, 98.2; 31.0, 86.8; 31.3, 76.5|51.5, 51.1; 57.7, 52.5; 61.9, 60.5; 50.6, 59.5; 49.1, 55.6; 49.1, 51.6|26.4, 52.5; 30.7, 51.5; 42.3, 55.9; 41.2, 60.1; 33.5, 64.6; 34.0, 57.3; 30.1, 56.7; 26.6, 63.8; 19.0, 58.5; 9.9, 38.2; 14.9, 40.3; 18.7, 56.6; 26.7, 58.5|33.9, 34.0; 34.2, 38.7; 25.2, 43.1; 25.3, 37.8; 28.0, 40.5|59.2, 32.9; 52.8, 38.1; 44.9, 33.8; 39.8, 32.5; 38.8, 28.6; 32.5, 25.2; 36.5, 21.7; 44.0, 24.5; 47.7, 29.0; 55.9, 29.3|57.9, 17.5; 60.7, 20.9; 58.2, 25.5	
				Gathered	Tol Barad	68.0, 55.0	Tol Barad Peninsula; Tol Barad	Herbalism	FALSE	Phase 1	2	Unlike Azshara's Veil, Cinderbloom grows in both parts of Tol Barad. It can be good to pick up alongside Veils. Cinderbloom prefers grassless areas and seems to like sheer terrain. Three spawns at a time are tied together as shown by the corners of the areas, so if you see a Cinderbloom at one of these points, it will not be at the others.		25.5, 35.0; 29.5, 36.6; 30.5, 39.8|27.8, 49.5; 25.5, 50.9; 25.6, 47.7|30.0, 64.4; 30.5, 70.6; 26.5, 75.5|34.0, 47.4; 35.3, 47.9; 34.4, 49.0|37.0, 36.3; 43.5, 30.8; 43.0, 39.9|39.8, 54.5; 44.8, 64.5; 34.5, 57.5|38.5, 71.5; 39.3, 84.9; 33.8, 79.5|47.9, 37.4; 50.6, 39.5; 47.7, 42.5|54.3, 49.5; 60.8, 52.5; 56.7, 60.0|59.5, 71.5; 54.2, 73.7; 49.2, 74.8|61.2, 35.4; 66.6, 30.0; 68.5, 39.5|72.5, 55.0; 67.1, 63.3; 69.9, 56.3|67.6, 75.5; 72.5, 77.8; 63.5, 80.1|74.3, 49.9; 81.5, 42.5; 79.9, 51.5::29.6, 25.9;31.2, 34.1; 27.3, 34.6|35.0, 50.4; 34.8, 52.7; 34.4, 52.2|38.8, 60.9; 40.6, 72.0; 33.0, 61.7|43.9, 25.5; 56.1, 23.8; 54.5, 33.8|68.7, 29.8; 72.5, 38.5; 67.5, 39.6|55.7, 44.9; 60.0, 52.5; 54.5, 56.7|51.6, 73.4; 54.5, 76.2; 48.1, 79.5|60.5, 61.0; 69.5, 59.9; 61.6, 70.5	
				Gathered	Deepholm	51.6, 51.1	Deepholm	Herbalism	FALSE	Phase 1	2	Outside of Hyjal, your choice is primarily what you want to pick alongside Cinderbloom. Deepholm is probably the best for Cinderbloom itself and also yields Heartbloom. Cinderbloom prefers grassless areas and seems to like sheer terrain, making it much easier if you have flying.		27.9, 24.3; 34.1, 29.5; 27.0, 42.6; 24.8, 42.6; 24.7, 36.9; 21.9, 35.0; 26.3, 29.8|30.8, 19.9; 32.0, 18.0; 38.1, 12.8; 44.2, 10.2; 49.5, 11.4; 52.9, 15.1; 50.5, 15.5; 45.8, 12.6; 42.7, 11.8; 36.5, 15.5|35.1, 18.8; 39.3, 19.0; 42.7, 14.2; 45.7, 16.5; 39.6, 20.8; 36.5, 23.5; 45.1, 24.9; 46.9, 26.0; 44.5, 25.8|37.1, 30.6; 39.1, 31.5; 37.2, 35.9; 36.0, 36.9; 35.5, 35.9; 37.0, 33.6|21.1, 50.5; 24.7, 52.5; 20.9, 52.6|29.8, 66.2; 30.9, 70.0; 27.0, 73.7; 25.1, 72.0|32.3, 47.5; 35.2, 42.1; 40.9, 39.6; 39.8, 42.2; 33.5, 49.5|38.7, 56.7; 39.3, 61.9; 36.3, 61.2; 35.7, 59.5; 36.0, 57.9|34.9, 74.5; 35.5, 77.6; 31.8, 79.6; 30.2, 79.7; 33.7, 75.0|46.9, 39.5; 51.0, 38.6; 55.3, 42.8; 56.9, 50.3; 57.7, 55.3; 60.5, 57.0; 62.7, 61.1; 62.8, 62.6; 60.4, 60.1; 58.2, 62.3; 55.6, 65.5; 54.5, 60.1; 49.6, 62.7; 46.0, 61.0; 43.3, 55.7; 42.7, 49.0; 40.6, 46.5; 46.9, 39.5; 47.7, 42.0; 43.8, 49.7; 44.3, 55.5; 49.3, 60.3; 52.4, 58.7; 55.5, 50.6; 54.3, 43.9; 50.7, 41.1; 47.7, 42.0|55.6, 23.6; 57.1, 27.8; 54.2, 27.5; 51.5, 31.8; 50.5, 30.5; 52.2, 26.2|63.2, 19.0; 67.7, 22.5; 63.9, 27.2; 63.8, 34.3|70.9, 31.8; 72.7, 31.0; 71.8, 33.5; 73.9, 58.9; 72.7, 66.7; 69.3, 69.5; 68.1, 68.3; 70.1, 61.2|64.8, 77.5; 63.0, 77.7; 63.5, 76.9|55.6, 64.4; 55.6, 65.5; 54.8, 65.5|45.7, 83.0; 46.3, 84.8; 44.8, 86.5|39.5, 83.8; 38.4, 86.0; 37.3, 84.2	
				Gathered	Twilight Highlands	88.1, 56.7	Twilight Highlands	Herbalism	FALSE	Phase 1	2	Outside of Hyjal, your choice is primarily what you want to pick alongside Cinderbloom. The Twilight Highlands features the valuable Twilight Jasmine and other farmers may focus only on Jasmines, leaving Cinderbloom for you to grab. Cinderbloom prefers grassless areas and seems to like sheer terrain, making it much easier if you have flying.	30.0, 41.3; 29.8, 52.8; 25.9, 55.9; 20.8, 58.8; 17.6, 59.5; 44.5, 32.3; 40.7, 38.8; 52.9, 8.5; 71.0, 27.5; 71.3, 42.0; 65.6, 38.5; 67.6, 61.6; 44.9, 56.1	25.1, 17.6; 27.5, 18.6; 25.5, 22.6; 22.8, 23.5; 22.9, 21.6|26.4, 31.6; 32.1, 29.8; 32.6, 31.2; 32.3, 34.5; 31.1, 31.1; 28.3, 33.2; 27.1, 33.1|37.4, 52.9; 38.3, 48.5; 41.2, 44.6; 44.2, 44.9; 44.6, 46.5; 41.8, 46.6; 38.9, 51.5; 38.5, 53.3|40.0, 21.7; 43.5, 21.2; 43.5, 24.6; 42.5, 25.7; 41.5, 23.6; 39.9, 23.0|39.5, 63.1; 41.3, 65.4; 42.1, 70.6; 40.5, 71.2; 38.8, 64.8|51.1, 48.0; 54.2, 49.8; 57.0, 49.2; 62.8, 49.9; 63.4, 51.4; 62.5, 53.6; 59.8, 58.8; 56.4, 56.4; 54.5, 55.8; 50.6, 49.3|64.7, 66.5; 71.5, 74.5; 65.5, 82.3; 63.0, 82.5; 59.2, 86.7; 57.0, 85.0; 57.3, 81.5; 59.1, 79.5; 60.7, 70.9; 58.5, 67.1; 58.9, 65.6	
				Gathered	Uldum	19.7, 89.4	Uldum	Herbalism	FALSE	Phase 1	2	Outside of Hyjal, your choice is primarily what you want to pick alongside Cinderbloom. Uldum has Whiptail, but only along the water, where Cinderbloom does not grow. You may be doing everyone a favour by picking Cinderbloom nodes that could be blocking Whiptail spawns, but make sure you get something out of it too. Cinderbloom prefers grassless areas and seems to like sheer terrain, making it much easier if you have flying.	31.8, 47.1; 67.2, 35.2; 79.2, 47.1; 73.4, 58.9; 75.9, 68.5; 39.1, 65.2; 48.6, 70.5; 53.8, 64.1; 43.1, 27.6	19.6, 54.9; 21.1, 55.5; 20.5, 63.5; 17.5, 63.5; 16.9, 61.0|26.5, 5.9; 33.8, 10.5; 34.2, 13.3; 27.5, 7.5; 29.2, 19.6; 24.0, 8.8|27.5, 28.2; 29.5, 28.1; 39.5, 31.5; 37.9, 34.7; 29.5, 31.3|39.2, 8.3; 43.8, 10.0; 44.2, 14.9; 47.6, 19.0; 50.3, 22.9; 53.2, 17.4; 55.2, 19.3; 53.8, 21.5; 55.0, 28.9; 52.7, 29.2; 45.5, 23.7; 42.2, 16.8|60.5, 19.2; 64.6, 16.2; 65.9, 16.3; 68.7, 20.0; 62.8, 19.0; 60.5, 24.7; 59.9, 21.7	
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
				Container	Satchel of Freshly-Picked Herbs	~	~	~	FALSE	Phase 1	0	Contains a total of 20 random assorted herbs. While technically a way to acquire them without herbalism, please use your Justice on anything else. It's very rare that only 20 plants are the best thing it can buy.			
			Heartblossom												
				Gathered	Deepholm	51.6, 51.1	Deepholm	Herbalism	FALSE	Phase 1	4	The bad news is Heartblossom only grows in Deepholm. The good news is that it's absolutely everywhere except Therazane's Throne. (She stomps them because she's nasty and ugly and hates flowers.) As per old Wowhead comments, there may be some areas of quest phasing that Heartblossom can spawn and become trapped in. So if you progress a quest and find many nodes suddenly, you may be well off not to do anything more for that quest.		59.8, 32.5; 62.3, 30.3; 63.2, 22.1; 68.1, 23.8; 73.8, 28.8; 75.6, 36.5; 77.5, 46.5; 68.8, 48.8; 69.4, 56.0; 74.5, 60.3; 75.9, 63.9; 75.8, 67.5; 70.9, 65.3; 71.5, 75.9; 63.5, 84.5; 60.0, 84.5; 57.1, 88.9; 54.2, 84.6; 48.1, 88.5; 40.5, 88.5; 36.2, 83.5; 32.6, 84.4; 27.0, 77.5; 24.2, 68.8; 20.2, 57.0; 21.4, 46.5; 26.0, 41.3; 23.1, 35.3; 26.8, 30.6; 27.2, 27.3; 28.9, 22.0; 39.4, 13.2; 44.5, 11.1; 49.2, 14.0; 46.7, 19.5; 52.8, 20.5; 47.7, 27.1; 48.9, 33.0; 53.8, 34.1; 59.8, 32.5	
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
				Container	Satchel of Freshly-Picked Herbs	~	~	~	FALSE	Phase 1	0	Contains a total of 20 random assorted herbs. While technically a way to acquire them without herbalism, please use your Justice on anything else. It's very rare that only 20 plants are the best thing it can buy.			
			Stormvine												
				Gathered	Vashj'ir	66.7, 65.4	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths	Herbalism, Quest	FALSE	Phase 1	3	Stormvine very noticeably fills out the spaces Azshara's Veil doesn't grow, making for a nice and balanced breakfast. You'll probably have the best time farming in the Shimmering Expanse, but anywhere is fine. Hunters on the lookout for a certain ghostly crawler can gather some Stormvine while they hunt. Stormvine, being a vine, grows near other plants.	| |42.8, 18.5;50.0, 34.0; 47.9, 42.8; 44.7, 57.8; 38.6, 81.7	50.5, 19.6; 49.6, 22.0; 46.2, 21.8|49.0, 44.5; 51.1, 47.5; 48.5, 47.8; 46.9, 46.5|54.5, 56.7; 56.9, 52,5; 57.8, 55.5|58.6, 64.4; 59.7, 73.8; 59.0, 77.7; 57.0, 76.6; 58.5, 72.5; 58.2, 69.8; 55.9, 68.8; 56.1, 66.8::43.2, 41.1; 47.9, 34.1; 52.5, 34.8; 57.0, 37.7; 57.1, 42.5; 55.5, 39.6; 52.1, 36.8; 47.7, 36.5; 44.5, 42.1|66.9, 43.9; 66.3, 47.6; 61.3, 49.9; 63.9, 45.6|58.3, 86.9; 58.0, 88.7; 56.6, 88.5; 56.0, 86.9|47.7, 67.0;42.3, 75.2; 38.8, 64.1; 35.8, 64.1; 37.5, 55.9; 38.1, 60.5; 41.5, 62.2; 40.9, 66.9; 42.7, 68.7::41.6, 28.2; 43.7, 33.1; 40.0, 40.0; 37.7, 41.5|21.6, 48.8; 23.5, 51.7; 22.0, 61.5; 23.0, 67.5; 29.8, 72.8; 30.1, 75.3; 29.0, 77.6; 27.1, 78.2; 25.6, 71.2; 19.9, 68.5	
				Gathered	Mount Hyjal	23.8, 40.6	Mount Hyjal	Herbalism	FALSE	Phase 1	3	The spawn points in Hyjal are not exactly plentiful and may require some quest progress to switch from Cinderbloom to Stormvine. Stormvine, being a vine, grows near other plants.	61.0, 30.5; 57.0, 39.0; 52.0, 21.5; 14.1, 44.8; 27.9, 51.5; 35.5, 53.8; 33.1, 62.2	54.8, 28.9; 56.0, 30.2; 52.7, 34.4; 50.4, 31.9; 50.2, 30.8|35.7, 19.5; 35.8, 24.1; 33.1, 27.4; 33.0, 23.1|39.2, 42.2; 43.5, 42.6; 40.6, 45.0; 36.2, 44.9|14.5, 31.5; 11.5, 36.5; 11.8, 31.6	
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
				Container	Satchel of Freshly-Picked Herbs	~	~	~	FALSE	Phase 1	0	Contains a total of 20 random assorted herbs. While technically a way to acquire them without herbalism, please use your Justice on anything else. It's very rare that only 20 plants are the best thing it can buy.			
			Twilight Jasmine												
				Drop	Hive Queen's Honeycomb	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by the Florawing Hive Queen at the base of the waterfall in the instance's northwest corner. Immediately turn left at the entrance as if heading to Zanzil. She drops one Honeycomb for the group to share, but can be soloed with some effort by some classes. It contains 4-6 each of Twilight Jasmine, Volatile Air, and Volatile Life. You can reset and go again if no actual bosses have been killed, however the Honeycomb was made a secret daily reward at some point and may still be so.	31.5, 39.0		
				Gathered	Twilight Highlands	88.1, 56.7	Twilight Highlands	Herbalism	FALSE	Phase 1	5	The bad news is that Twilight Jasmine only grows in the Twilight Highlands. There is no good news. There are plenty of nodes, but its supply does not meet the demand this useful little plant will have. I would strongly advise looking into other farms and simply buying what you need, or the Hive Queen's Honeycomb if Zul'Gurub is available. Twilight Jasmine likes to grow in grassy plains, where Cinderbloom is not.		21.7, 14.6; 23.9, 15.8; 22.6, 20.1; 21.5, 19.8; 20.3, 17.8; 20.0, 15.8|25.1, 37.1; 28.7, 39.1; 31.1, 44.9; 30.8, 49.8; 28.7, 55.5; 21.5, 58.5; 18.8, 62.2; 17.2, 60.1; 18.1, 57.7; 23.2, 55.3; 29.2, 49.8; 29.5, 44.5; 27.7, 39.9; 24.9, 38.5|33.6, 49.9; 37.9, 45.7; 38.7, 40.9; 40.8, 36.7; 44.3, 33.9; 43.3, 27.5; 45.0, 21.9; 49.6, 21.8; 52.3, 24.3; 54.2, 27.5; 58.1, 27.7; 55.5, 32.5; 50.2, 36.8; 47.3, 40.3; 46.2, 44.4; 42.2, 51.9; 39.4, 53.3; 32.8, 51.0|46.9, 9.7; 50.1, 8.9; 54.1, 12.1; 56.5, 11.5; 56.7, 7.8; 58.3, 6.1; 60.2, 6.5; 57.5, 8.1; 59.1, 10.7; 59.0, 11.9; 54.7, 13.6; 53.2, 16.8; 56.3, 18.7; 52.5, 17.5; 51.7, 11.5|66.5, 23.0; 68.5, 22.7; 72.0, 29.0; 72.1, 30.9; 71.1, 31.8; 66.1, 32.3; 63.8, 29.5; 63.7, 27.5|60.4, 30.9; 63.1, 34.9; 69.3, 36.7; 69.7, 41.1; 72.9, 47.2; 71.7, 48.9; 66.1, 41.5; 60.1, 35.7|59.1, 40.1; 61.5, 42.3; 66.0, 51.6; 67.1, 59.0; 69.0, 62.1; 73.5, 64.0; 74.5, 68.8; 73.7, 72.2; 70.9, 68.0; 65.6, 64.2; 63.1, 60.8; 60.9, 64.5; 57.5, 64.5; 57.1, 69.7; 58.2, 73.7; 57.0, 77.5; 53.9, 79.5; 48.9, 76.5; 43.3, 75.7; 43.8, 69.0; 41.1, 58.6; 44.6, 59.6; 50.9, 66.8; 54.0, 61.6; 52.9, 57.1; 45.5, 53.5; 45.5, 52.3; 50.1, 50.0; 52.2, 43.4; 54.1, 46.7; 57.0, 47.1	Herb, Twilight Jasmine, Hive Queen's Honeycomb
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
				Container	Satchel of Freshly-Picked Herbs	~	~	~	FALSE	Phase 1	0	Contains a total of 20 random assorted herbs. While technically a way to acquire them without herbalism, please use your Justice on anything else. It's very rare that only 20 plants are the best thing it can buy.			
			Whiptail												
				Gathered	Tol Barad	68.0, 55.0	Tol Barad	Herbalism	FALSE	Phase 1	4	Only grows in the marsh on the isle of Tol Barad proper, the battleground. This is a high density area sure to have competition (from the other faction too, if such a thing still exists for you) but it's just great farming, so it may be worthwhile. Whiptail only grows on the bank of water.		36.6, 40.5; 40.5, 44.4; 45.5, 40.6; 45.1, 51.6; 42.0, 56.0; 35.9, 53.2; 34.1, 49.7	
				Gathered	Uldum	19.7, 89.4	Uldum	Herbalism	FALSE	Phase 1	3	The bad news is that Whiptail only grows in Uldum. The good news is that spawns are somewhat plentiful and concentrated in easy to farm locations, that being Uldum's only river. According to ancient comments, it also spawns in the dried Cradle of the Ancients, but only BEFORE you complete Put the Baby in the Cradle and fill the area with water. You may want to avoid doing so and keep access to these spawns.		57.8, 14.5; 61.5, 14.0; 57.9, 18.9; 57.0, 24.8; 59.0, 30.5; 58.4, 31.3; 56.2, 24.8; 56.6, 19.0|47.0, 28.5; 53.4, 35.9; 49.5, 35.7; 47.9, 30.1; 45.9, 29.0|50.8, 42.5; 54.3, 45.9; 57.1, 44.7; 59.3, 53.1; 60.5, 58.5; 59.0, 58.9; 56.2, 50.0; 52.0, 45.6|66.1, 71.6; 67.2, 72.2; 69.8, 76.5; 63.7, 79.3; 60.0, 83.2; 59.0, 71.7; 59.4, 64.5; 62.1, 79.1; 65.9, 75.9|45.0, 67.5, 43.9, 70.5; 41.8, 72.5; 42.6, 70.4	
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
				Container	Satchel of Freshly-Picked Herbs	~	~	~	FALSE	Phase 1	0	Contains a total of 20 random assorted herbs. While technically a way to acquire them without herbalism, please use your Justice on anything else. It's very rare that only 20 plants are the best thing it can buy.			
Inscription	Inscription	#0000DC													
			Ashen Pigment												
				Milled	Any Cataclysm plant	~	~	Inscription	FALSE	Phase 1	0	Common pigment. Azshara's Veil, Cinderbloom, Heartblossom, and Stormvine are low level, Whiptail and Twilight Jasmine (please don't mill any Jasmine) are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Blackfallow Ink
			Blackfallow Ink												
				Crafted	Blackfallow Ink	~	~	Inscription	FALSE	Phase 1	0	Made from 2 Ashen Pigment			Inscription, Ashen Pigment
			Bleached Jawbone												
				Sold	Cassandra Downs & Una Kobuna	~	Twilight Highlands	Quest	FALSE	Phase 1	0	Requires unlocking the Highlands and being on speaking terms with your faction's clan, but this is quickly done for any character that can start the intro quests. After that you may freely buy and trade these.	76.6, 49.4; 78,6, 76.2		
			Burning Embers												
				Milled	Any Cataclysm plant	~	~	Inscription	FALSE	Phase 1	0	Rare pigment. Azshara's Veil, Cinderbloom, Heartblossom, and Stormvine are low level, Whiptail and Twilight Jasmine (please don't mill any Jasmine) are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Inferno Ink
			Deathwing Scale Fragment												
				Sold	Cassandra Downs & Una Kobuna	~	Twilight Highlands	Quest	FALSE	Phase 1	0	Requires unlocking the Highlands and being on speaking terms with your faction's clan, but this is quickly done for any character that can start the intro quests. After that you may freely buy and trade these.	76.6, 49.4; 78,6, 76.2		
			Inferno Ink												
				Crafted	Darkflame Ink	~	~	Inscription	FALSE	Phase 1	0	Made from 1 Burning Embers. Don't you go hollow, now.			Inscription, Burning Embers
				Sold	Ink Traders		~	~	FALSE	Phase 1	0	Sells for ten Blackfallow Ink each. Ink Traders are found in Dalaran and your capital city.			Inscription, Blackfallow Ink
			Preserved Ogre Eye												
				Sold	Cassandra Downs & Una Kobuna	~	Twilight Highlands	Quest	FALSE	Phase 1	0	Requires unlocking the Highlands and being on speaking terms with your faction's clan, but this is quickly done for any character that can start the intro quests. After that you may freely buy and trade these.	76.6, 49.4; 78,6, 76.2		
			Scavenged Dragon Horn												
				Sold	Cassandra Downs & Una Kobuna	~	Twilight Highlands	Quest	FALSE	Phase 1	0	Requires unlocking the Highlands and being on speaking terms with your faction's clan, but this is quickly done for any character that can start the intro quests. After that you may freely buy and trade these.	76.6, 49.4; 78,6, 76.2		
			Silver Charm Bracelet												
				Sold	Cassandra Downs & Una Kobuna	~	Twilight Highlands	Quest	FALSE	Phase 1	0	Requires unlocking the Highlands and being on speaking terms with your faction's clan, but this is quickly done for any character that can start the intro quests. After that you may freely buy and trade these.	76.6, 49.4; 78,6, 76.2		
Jewelcrafting	Jewelcrafting	#F1C232													
			Alicite												
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Mined	Ozruk	51.6, 51.1	~	Mining, Group	FALSE	Phase 1	0	Ozruk can be mined for 1-2 uncommon gems, should you manage to kill the unkillable.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are very bad around 0.8% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Amberjewel												
				Crafted	Transmute: Amberjewel	~	Transmutation without CD	Alchemy	FALSE	Phase 1	0	This transmute has NO cooldown, the materials are very reasonable, you get 20% extra product if specialised, and it is even part of the alchemy levelling path so you may find alchemists glad to do this for you. It's just a simple and clean way to get gems.			Jewelcrafting, Alicite; Herb, Whiptail
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
